"DATE","TIME","OFFSET","Trend [Prep: Hydrogen 2]","Trend [Prep: Water 18]","Trend [Prep: Nitrogen 28]",
,,,,,
7/28/2010, 11:23:46.318,0.000,4E-09,2.02E-10,2.3E-10
7/28/2010, 11:23:47.115,0.797,3.99E-09,3.02E-10,1.87E-10
7/28/2010, 11:23:47.897,1.579,4.01E-09,2.52E-10,2.09E-10
7/28/2010, 11:23:48.694,2.376,4.02E-09,2.12E-10,1.76E-10
7/28/2010, 11:23:49.491,3.173,3.95E-09,2.5E-10,2.03E-10
7/28/2010, 11:23:50.273,3.955,4.02E-09,1.97E-10,2.02E-10
7/28/2010, 11:23:51.070,4.752,3.93E-09,2.71E-10,2.6E-10
7/28/2010, 11:23:51.867,5.549,3.98E-09,2.51E-10,2.16E-10
7/28/2010, 11:23:52.649,6.331,4.05E-09,2.55E-10,1.94E-10
7/28/2010, 11:23:53.462,7.144,3.95E-09,2.57E-10,2.12E-10
7/28/2010, 11:23:54.259,7.941,4.04E-09,2.29E-10,2.65E-10
7/28/2010, 11:23:55.056,8.738,3.92E-09,2.59E-10,1.61E-10
7/28/2010, 11:23:55.853,9.535,3.92E-09,2.44E-10,1.96E-10
7/28/2010, 11:23:57.745,11.427,3.94E-09,2.3E-10,2.02E-10
7/28/2010, 11:23:58.526,12.208,3.96E-09,3.02E-10,2.02E-10
7/28/2010, 11:23:59.323,13.005,3.91E-09,2.23E-10,1.87E-10
7/28/2010, 11:24:00.121,13.803,3.96E-09,2.27E-10,2.23E-10
7/28/2010, 11:24:00.918,14.600,3.96E-09,2.43E-10,2.12E-10
7/28/2010, 11:24:01.699,15.381,3.95E-09,2.51E-10,1.93E-10
7/28/2010, 11:24:02.496,16.178,3.95E-09,2.26E-10,2.26E-10
7/28/2010, 11:24:03.294,16.976,4.01E-09,2.14E-10,1.99E-10
7/28/2010, 11:24:04.091,17.773,4.02E-09,2.22E-10,1.86E-10
7/28/2010, 11:24:04.872,18.554,3.94E-09,2.84E-10,2.37E-10
7/28/2010, 11:24:05.670,19.352,4E-09,2.14E-10,2.19E-10
7/28/2010, 11:24:06.467,20.149,4E-09,2.8E-10,2.39E-10
7/28/2010, 11:24:07.264,20.946,3.94E-09,3.13E-10,1.92E-10
7/28/2010, 11:24:08.061,21.743,3.94E-09,2.71E-10,2.4E-10
7/28/2010, 11:24:08.858,22.540,3.96E-09,2.22E-10,1.92E-10
7/28/2010, 11:24:09.655,23.337,3.94E-09,2.12E-10,2.83E-10
7/28/2010, 11:24:10.437,24.119,4.01E-09,1.92E-10,1.85E-10
7/28/2010, 11:24:11.234,24.916,3.95E-09,2.26E-10,2.08E-10
7/28/2010, 11:24:12.031,25.713,3.99E-09,1.85E-10,2.05E-10
7/28/2010, 11:24:12.829,26.511,4.01E-09,2.36E-10,2.17E-10
7/28/2010, 11:24:13.626,27.308,3.95E-09,1.76E-10,2.38E-10
7/28/2010, 11:24:14.407,28.089,3.95E-09,2.75E-10,2.2E-10
7/28/2010, 11:24:15.205,28.887,3.99E-09,2.1E-10,2.11E-10
7/28/2010, 11:24:16.002,29.684,3.98E-09,2.2E-10,2.21E-10
7/28/2010, 11:24:16.799,30.481,4.01E-09,2.25E-10,2.11E-10
7/28/2010, 11:24:17.596,31.278,3.96E-09,2.13E-10,2.06E-10
7/28/2010, 11:24:18.393,32.075,3.95E-09,2.07E-10,3.05E-10
7/28/2010, 11:24:19.175,32.857,4.01E-09,1.9E-10,2.39E-10
7/28/2010, 11:24:19.972,33.654,3.98E-09,2.1E-10,2.06E-10
7/28/2010, 11:24:20.769,34.451,3.99E-09,2.63E-10,1.89E-10
7/28/2010, 11:24:21.566,35.248,3.95E-09,2.04E-10,1.67E-10
7/28/2010, 11:24:22.348,36.030,4.04E-09,2.6E-10,1.41E-10
7/28/2010, 11:24:23.145,36.827,3.96E-09,2.31E-10,1.86E-10
7/28/2010, 11:24:23.942,37.624,4E-09,3.03E-10,1.94E-10
7/28/2010, 11:24:24.740,38.422,3.94E-09,2.23E-10,2.12E-10
7/28/2010, 11:24:25.521,39.203,3.97E-09,2.56E-10,2.5E-10
7/28/2010, 11:24:26.318,40.000,3.94E-09,3.01E-10,2.26E-10
7/28/2010, 11:24:27.115,40.797,4E-09,2.22E-10,2.71E-10
7/28/2010, 11:24:27.913,41.595,3.96E-09,2.55E-10,2.36E-10
7/28/2010, 11:24:28.694,42.376,4.02E-09,2.57E-10,2.48E-10
7/28/2010, 11:24:29.491,43.173,3.94E-09,2.44E-10,2.25E-10
7/28/2010, 11:24:30.289,43.971,3.96E-09,2.66E-10,3.14E-10
7/28/2010, 11:24:31.086,44.768,3.94E-09,2.34E-10,2.58E-10
7/28/2010, 11:24:31.867,45.549,3.98E-09,2.75E-10,2.3E-10
7/28/2010, 11:24:32.664,46.346,3.91E-09,2.53E-10,2.3E-10
7/28/2010, 11:24:33.462,47.144,4.04E-09,2.27E-10,2.59E-10
7/28/2010, 11:24:34.243,47.925,3.99E-09,2.43E-10,2.16E-10
7/28/2010, 11:24:35.040,48.722,3.98E-09,2.8E-10,2.23E-10
7/28/2010, 11:24:35.838,49.520,3.96E-09,2.7E-10,2.41E-10
7/28/2010, 11:24:36.635,50.317,3.95E-09,3.22E-10,1.78E-10
7/28/2010, 11:24:37.416,51.098,3.99E-09,2.62E-10,2.04E-10
