"DATE","TIME","OFFSET","Trend [Prep: Hydrogen 2]","Trend [Prep: Water 18]","Trend [Prep: Nitrogen 28]",
,,,,,
7/28/2010, 08:40:26.274,0.000,1.21E-09,5.76E-11,2.3E-10
7/28/2010, 08:40:27.071,0.797,1.07E-09,1.73E-10,3.31E-10
7/28/2010, 08:40:27.852,1.578,1.02E-09,1.73E-10,3.1E-10
7/28/2010, 08:40:28.649,2.375,1.1E-09,1.58E-10,2.99E-10
7/28/2010, 08:40:29.446,3.172,1.16E-09,1.08E-10,2.5E-10
7/28/2010, 08:40:30.243,3.969,1.12E-09,6.84E-11,2.83E-10
7/28/2010, 08:40:31.024,4.750,1.08E-09,7.74E-11,2.57E-10
7/28/2010, 08:40:31.821,5.547,1.13E-09,9.63E-11,3.01E-10
7/28/2010, 08:40:32.618,6.344,1.07E-09,7.69E-11,2.95E-10
7/28/2010, 08:40:33.414,7.140,1.15E-09,1.54E-10,3.06E-10
7/28/2010, 08:40:34.211,7.937,1.11E-09,2.21E-10,3.4E-10
7/28/2010, 08:40:34.993,8.719,1.12E-09,1.54E-10,3.28E-10
7/28/2010, 08:40:35.789,9.515,1.11E-09,1.78E-10,3.37E-10
7/28/2010, 08:40:36.586,10.312,1.11E-09,1.9E-10,2.98E-10
7/28/2010, 08:40:37.383,11.109,9.89E-10,1.81E-10,2.93E-10
7/28/2010, 08:40:38.164,11.890,1.04E-09,1.34E-10,2.9E-10
7/28/2010, 08:40:38.961,12.687,9.96E-10,1.39E-10,2.6E-10
7/28/2010, 08:40:39.758,13.484,1.03E-09,1.85E-10,2.74E-10
7/28/2010, 08:40:40.555,14.281,1.12E-09,1.79E-10,2.95E-10
7/28/2010, 08:40:41.336,15.062,1.04E-09,1.61E-10,3.64E-10
7/28/2010, 08:40:42.133,15.859,1.08E-09,2.1E-10,3.26E-10
7/28/2010, 08:40:42.930,16.656,1.16E-09,1.48E-10,3.07E-10
7/28/2010, 08:40:43.727,17.453,9.97E-10,1.46E-10,3.12E-10
7/28/2010, 08:40:44.524,18.250,1.03E-09,1.31E-10,3E-10
7/28/2010, 08:40:45.321,19.047,1.03E-09,1.23E-10,2.36E-10
7/28/2010, 08:40:46.102,19.828,1.05E-09,2.2E-10,3.34E-10
7/28/2010, 08:40:46.899,20.625,1E-09,1.68E-10,2.82E-10
7/28/2010, 08:40:47.696,21.422,1.06E-09,1.41E-10,2.99E-10
7/28/2010, 08:40:48.477,22.203,1.06E-09,1.86E-10,2.36E-10
7/28/2010, 08:40:49.274,23.000,1.09E-09,1.65E-10,2.48E-10
7/28/2010, 08:40:50.071,23.797,1.01E-09,1.4E-10,3.11E-10
7/28/2010, 08:40:50.868,24.594,9.79E-10,1.42E-10,3.14E-10
7/28/2010, 08:40:51.664,25.390,9.93E-10,1.14E-10,2.58E-10
7/28/2010, 08:40:52.461,26.187,9.86E-10,1.29E-10,2.58E-10
7/28/2010, 08:40:53.243,26.969,1.03E-09,1.08E-10,2.73E-10
7/28/2010, 08:40:54.039,27.765,1.1E-09,1.55E-10,3.09E-10
7/28/2010, 08:40:54.836,28.562,1.13E-09,1.49E-10,2.99E-10
7/28/2010, 08:40:55.633,29.359,1.05E-09,1.47E-10,2.5E-10
7/28/2010, 08:40:56.414,30.140,1.04E-09,5.89E-11,3.55E-10
