"DATE","TIME","OFFSET","Trend [Prep: Hydrogen 2]","Trend [Prep: Water 18]","Trend [Prep: Nitrogen 28]",
,,,,,
7/28/2010, 09:41:46.868,0.000,1.07E-09,1.73E-10,3.46E-10
7/28/2010, 09:41:47.664,0.796,1.17E-09,1.87E-10,2.59E-10
7/28/2010, 09:41:48.461,1.593,1.04E-09,1.08E-10,2.59E-10
7/28/2010, 09:41:49.258,2.390,1.13E-09,6.84E-11,3.46E-10
7/28/2010, 09:41:50.055,3.187,1.18E-09,6.3E-11,2.74E-10
7/28/2010, 09:41:50.852,3.984,1.01E-09,1.75E-10,2.52E-10
7/28/2010, 09:41:51.633,4.765,1.05E-09,1.31E-10,2.41E-10
7/28/2010, 09:41:52.430,5.562,9.86E-10,1.66E-10,3.08E-10
7/28/2010, 09:41:53.227,6.359,1.07E-09,2.13E-10,3.12E-10
7/28/2010, 09:41:54.024,7.156,1.01E-09,2.65E-10,3.58E-10
7/28/2010, 09:41:54.821,7.953,1.01E-09,2.76E-10,3.37E-10
7/28/2010, 09:41:55.618,8.750,1.01E-09,2.68E-10,3.13E-10
7/28/2010, 09:41:56.399,9.531,1.05E-09,1.34E-10,3E-10
7/28/2010, 09:41:57.196,10.328,1.1E-09,1.53E-10,2.51E-10
7/28/2010, 09:41:57.993,11.125,1.14E-09,2.78E-10,2.69E-10
7/28/2010, 09:41:58.789,11.921,1.03E-09,9.59E-11,2.5E-10
7/28/2010, 09:41:59.586,12.718,1.11E-09,7.68E-11,4.13E-10
7/28/2010, 09:42:00.383,13.515,1.07E-09,5.28E-11,3.5E-10
7/28/2010, 09:42:01.164,14.296,8.96E-10,1.99E-10,3.05E-10
7/28/2010, 09:42:01.961,15.093,1.01E-09,2.15E-10,2.82E-10
7/28/2010, 09:42:02.758,15.890,1.08E-09,2.08E-10,3.14E-10
7/28/2010, 09:42:03.539,16.671,1.13E-09,1.9E-10,2.14E-10
7/28/2010, 09:42:04.336,17.468,1.03E-09,1.1E-10,3.81E-10
7/28/2010, 09:42:05.133,18.265,9.88E-10,1.12E-10,3.06E-10
7/28/2010, 09:42:05.930,19.062,1.06E-09,1.43E-10,2.82E-10
7/28/2010, 09:42:06.727,19.859,9.74E-10,1.29E-10,2.42E-10
7/28/2010, 09:42:07.524,20.656,9.33E-10,1.51E-10,3.08E-10
7/28/2010, 09:42:08.305,21.437,1.03E-09,1.33E-10,3.56E-10
7/28/2010, 09:42:09.102,22.234,1.05E-09,9.53E-11,3.51E-10
7/28/2010, 09:42:09.899,23.031,1.04E-09,1.2E-10,3.48E-10
7/28/2010, 09:42:10.696,23.828,9.82E-10,1.75E-10,3.76E-10
7/28/2010, 09:42:11.493,24.625,9.37E-10,1.31E-10,2.74E-10
7/28/2010, 09:42:12.274,25.406,9.15E-10,1.23E-10,3.24E-10
7/28/2010, 09:42:13.071,26.203,9.61E-10,2.2E-10,1.91E-10
7/28/2010, 09:42:13.868,27.000,1.04E-09,2.25E-10,3.98E-10
7/28/2010, 09:42:14.664,27.796,9.96E-10,1.13E-10,3.86E-10
7/28/2010, 09:42:15.461,28.593,1.1E-09,1.57E-10,2.36E-10
7/28/2010, 09:42:17.055,30.187,9.5E-10,2.3E-10,2.59E-10
7/28/2010, 09:42:17.852,30.984,9.65E-10,1.3E-10,3.17E-10
7/28/2010, 09:42:18.649,31.781,1.14E-09,2.23E-10,2.74E-10
7/28/2010, 09:42:19.446,32.578,1.03E-09,9.72E-11,3.1E-10
7/28/2010, 09:42:20.227,33.359,1.11E-09,2.07E-10,1.98E-10
7/28/2010, 09:42:21.024,34.156,9.85E-10,1.75E-10,2.86E-10
7/28/2010, 09:42:21.821,34.953,1.03E-09,2.61E-10,3.45E-10
7/28/2010, 09:42:22.618,35.750,9.88E-10,1.59E-10,2.44E-10
7/28/2010, 09:42:23.414,36.546,9.55E-10,1.37E-10,2.52E-10
7/28/2010, 09:42:24.211,37.343,1.05E-09,1.26E-10,2.55E-10
7/28/2010, 09:42:25.008,38.140,9.15E-10,1.35E-10,3.58E-10
7/28/2010, 09:42:25.805,38.937,1E-09,2.12E-10,2.8E-10
7/28/2010, 09:42:26.586,39.718,1.06E-09,1.2E-10,3.41E-10
7/28/2010, 09:42:27.383,40.515,1.04E-09,1.03E-10,3E-10
7/28/2010, 09:42:28.180,41.312,1.01E-09,6.6E-11,2.94E-10
7/28/2010, 09:42:28.977,42.109,1.02E-09,9.06E-11,2.62E-10
7/28/2010, 09:42:29.774,42.906,1.06E-09,1.32E-10,2.03E-10
7/28/2010, 09:42:30.555,43.687,1E-09,1.09E-10,2.6E-10
7/28/2010, 09:42:31.352,44.484,9.63E-10,1.12E-10,2.45E-10
7/28/2010, 09:42:32.149,45.281,1.03E-09,1.14E-10,2.38E-10
7/28/2010, 09:42:32.946,46.078,9.89E-10,4.24E-11,2.92E-10
