==Experiment Metadata==
Software Version::TPD Controller v1.1
Data Saved::Mon, Jul 26, 2010 08:49:39
Sample::JRS0035
Experimenter Name::CHeidelberger
Experiment Type::Temp. Control Test
Chamber::Prep
Thermocouple Type::K
Notes::Testing new sample holder and sample.

==Hardware Parameters==
Start Time::Mon, Jul 26, 2010 08:46:26
Data Points::371
Sample Start Temperature (Thermocouple) [C]::36.96700
Current Limit [A]::5.00000
Temperature Limit [C]::900.00000
Voltage Limit [V]::20.00000
PID Calculates::Current

==PID Gain Schedule==
Kc	Ti[minutes]	Td[minutes]	MaxTemperature[C]
0.0007500	0.1000000	0.0010000	0.00

==Temperature Schedule==
Time[s]	TemperatureSetpoint[C]
0.00	550.00
10.00	550.00
185.00	900.00

==Data==
DateStamp	ElapsedTime[s]	TemperatureSetpoint[C]	CurrentSetpoint[A]	ThermocoupleTemperature[C]	PyrometerTemperature[C]	MeasuredCurrent[A]	MeasuredVoltage[V]	MeasuredResistance[ohms]
7/26/2010 08:46:26	0.000	550.000	0.385	36.967	499.786	0.000	0.050	Inf
7/26/2010 08:46:26	0.690	550.000	0.282	207.910	434.845	0.350	7.850	22.429
7/26/2010 08:46:27	1.190	550.000	0.318	204.210	371.002	0.350	7.850	22.429
7/26/2010 08:46:27	1.690	550.000	0.322	223.980	310.516	0.190	7.330	38.579
7/26/2010 08:46:28	2.190	550.000	0.329	241.400	246.338	0.340	7.390	21.735
7/26/2010 08:46:28	2.690	550.000	0.335	259.000	248.138	0.300	7.350	24.500
7/26/2010 08:46:29	3.190	550.000	0.336	279.810	247.040	0.300	7.350	24.500
7/26/2010 08:46:29	3.690	550.000	0.339	298.510	247.375	0.400	7.440	18.600
7/26/2010 08:46:30	4.190	550.000	0.343	313.460	241.425	0.380	7.500	19.737
7/26/2010 08:46:30	4.690	550.000	0.340	335.260	241.180	0.380	7.670	20.184
7/26/2010 08:46:31	5.190	550.000	0.336	358.070	249.481	0.380	7.670	20.184
7/26/2010 08:46:31	5.690	550.000	0.339	370.750	258.240	0.400	7.440	18.600
7/26/2010 08:46:32	6.190	550.000	0.350	372.420	272.644	0.410	7.310	17.829
7/26/2010 08:46:32	6.690	550.000	0.352	382.570	288.422	0.380	7.220	19.000
7/26/2010 08:46:33	7.190	550.000	0.356	390.530	308.502	0.380	7.220	19.000
7/26/2010 08:46:33	7.690	550.000	0.356	402.900	318.207	0.250	7.050	28.200
7/26/2010 08:46:34	8.190	550.000	0.357	413.420	335.022	0.420	6.990	16.643
7/26/2010 08:46:34	8.690	550.000	0.360	421.730	349.670	0.230	6.960	30.261
7/26/2010 08:46:35	9.190	550.000	0.361	430.750	363.861	0.230	6.960	30.261
7/26/2010 08:46:35	9.690	550.000	0.357	444.110	376.312	0.380	6.920	18.211
7/26/2010 08:46:36	10.190	550.380	0.357	453.350	392.365	0.470	6.960	14.809
7/26/2010 08:46:36	10.690	551.380	0.360	459.130	403.381	0.470	6.880	14.638
7/26/2010 08:46:37	11.190	552.380	0.362	464.830	411.621	0.470	6.880	14.638
7/26/2010 08:46:37	11.690	553.380	0.363	471.150	423.157	0.270	6.840	25.333
7/26/2010 08:46:38	12.190	554.380	0.364	477.830	431.305	0.360	6.750	18.750
7/26/2010 08:46:38	12.690	555.380	0.369	478.630	439.178	0.390	6.690	17.154
7/26/2010 08:46:39	13.190	556.380	0.372	482.420	447.235	0.390	6.690	17.154
7/26/2010 08:46:39	13.690	557.380	0.389	468.720	452.911	0.340	6.340	18.647
7/26/2010 08:46:40	14.190	558.380	0.395	468.580	457.703	0.410	6.320	15.415
7/26/2010 08:46:40	14.690	559.380	0.398	472.130	462.311	0.330	6.300	19.091
7/26/2010 08:46:41	15.190	560.380	0.403	474.340	466.553	0.330	6.300	19.091
7/26/2010 08:46:41	15.690	561.380	0.407	476.360	470.337	0.310	6.260	20.194
7/26/2010 08:46:42	16.190	562.380	0.414	475.990	473.572	0.380	6.230	16.395
7/26/2010 08:46:42	16.690	563.380	0.412	485.040	476.807	0.380	6.230	16.395
7/26/2010 08:46:43	17.190	564.380	0.417	486.340	479.462	0.390	6.280	16.103
7/26/2010 08:46:43	17.690	565.380	0.421	488.790	482.117	0.340	6.280	18.471
7/26/2010 08:46:44	18.190	566.380	0.421	495.410	484.192	0.430	6.280	14.605
7/26/2010 08:46:44	18.690	567.380	0.428	494.410	486.725	0.430	6.280	14.605
7/26/2010 08:46:45	19.190	568.380	0.432	495.730	489.105	0.440	6.230	14.159
7/26/2010 08:46:45	19.690	569.380	0.433	500.840	491.608	0.450	6.280	13.956
7/26/2010 08:46:46	20.190	570.380	0.435	504.600	493.408	0.450	6.280	13.956
7/26/2010 08:46:46	20.690	571.380	0.438	507.050	495.148	0.450	6.280	13.956
7/26/2010 08:46:47	21.190	572.380	0.434	517.160	497.131	0.300	6.560	21.867
7/26/2010 08:46:47	21.690	573.380	0.428	530.830	498.932	0.290	6.490	22.379
7/26/2010 08:46:48	22.190	574.380	0.438	524.530	501.160	0.270	6.430	23.815
7/26/2010 08:46:48	22.690	575.380	0.436	530.330	503.601	0.270	6.430	23.815
7/26/2010 08:46:49	23.190	576.380	0.442	527.870	506.165	0.400	6.430	16.075
7/26/2010 08:46:49	23.690	577.380	0.434	541.110	508.057	0.300	6.510	21.700
7/26/2010 08:46:50	24.190	578.380	0.453	524.730	509.766	0.360	6.360	17.667
7/26/2010 08:46:50	24.690	579.380	0.436	547.280	511.383	0.360	6.360	17.667
7/26/2010 08:46:51	25.190	580.380	0.456	530.060	513.367	0.490	6.380	13.020
7/26/2010 08:46:51	25.690	581.380	0.438	552.970	515.350	0.340	6.580	19.353
7/26/2010 08:46:52	26.190	582.380	0.461	532.100	517.151	0.400	6.380	15.950
7/26/2010 08:46:52	26.690	583.380	0.440	558.260	519.287	0.400	6.380	15.950
7/26/2010 08:46:53	27.190	584.380	0.453	549.030	520.844	0.360	6.470	17.972
7/26/2010 08:46:53	27.690	585.380	0.450	555.100	522.125	0.500	6.490	12.980
7/26/2010 08:46:54	28.190	586.380	0.457	550.490	523.621	0.430	6.410	14.907
7/26/2010 08:46:54	28.690	587.380	0.459	551.820	525.360	0.430	6.410	14.907
7/26/2010 08:46:55	29.190	588.380	0.467	545.620	527.039	0.470	6.380	13.574
7/26/2010 08:46:55	29.690	589.380	0.461	556.390	528.351	0.430	6.450	15.000
