==Experiment Metadata==
Software Version::TPD Controller v1.2
Data Saved::Wed, Jul 28, 2010 11:26:30
Sample::JRS0035
Experimenter Name::CHeidelberger
Experiment Type::TPD
Chamber::Prep
Thermocouple Type::K
Notes::TPD after H-passivation

==Hardware Parameters==
Start Time::Wed, Jul 28, 2010 11:24:32
Data Points::216
Sample Start Temperature (Thermocouple) [C]::57.74000
Current Limit [A]::4.00000
Temperature Limit [C]::900.00000
Voltage Limit [V]::20.00000
PID Calculates::Current

==PID Gain Schedule==
Kc	Ti[minutes]	Td[minutes]	MaxTemperature[C]
0.0020000	0.1000000	0.0010000	0.00

==Temperature Schedule==
Time[s]	TemperatureSetpoint[C]
0.00	400.00
20.00	400.00
107.50	750.00

==Data==
DateStamp	ElapsedTime[s]	TemperatureSetpoint[C]	CurrentSetpoint[A]	ThermocoupleTemperature[C]	PyrometerTemperature[C]	MeasuredCurrent[A]	MeasuredVoltage[V]	MeasuredResistance[ohms]	StageTemperature[C]
7/28/2010 11:24:32	0.000	400.000	0.685	57.740	390.381	0.000	0.050	Inf	59.084
7/28/2010 11:24:32	0.683	400.000	0.696	86.975	375.641	0.650	4.560	7.015	62.471
7/28/2010 11:24:33	1.183	400.000	0.693	112.820	359.741	0.700	4.540	6.486	62.482
7/28/2010 11:24:33	1.682	400.000	0.684	139.710	343.262	0.700	4.540	6.486	62.575
7/28/2010 11:24:34	2.183	400.000	0.676	164.910	328.339	0.650	4.580	7.046	62.504
7/28/2010 11:24:34	2.682	400.000	0.667	188.130	326.813	0.620	4.600	7.419	62.421
7/28/2010 11:24:35	3.182	400.000	0.657	210.110	325.958	0.620	4.600	7.419	62.458
7/28/2010 11:24:35	3.683	400.000	0.652	228.130	325.287	0.610	4.540	7.443	62.176
7/28/2010 11:24:36	4.183	400.000	0.638	248.340	324.829	0.610	4.580	7.508	62.297
7/28/2010 11:24:36	4.682	400.000	0.631	264.160	323.090	0.590	4.520	7.661	62.063
7/28/2010 11:24:37	5.182	400.000	0.617	281.780	325.439	0.590	4.520	7.661	62.167
7/28/2010 11:24:37	5.683	400.000	0.613	293.780	325.958	0.600	4.410	7.350	61.891
7/28/2010 11:24:38	6.183	400.000	0.603	306.930	330.383	0.580	4.430	7.638	61.869
