==Experiment Metadata==
Software Version::TPD Controller v1.2
Data Saved::Wed, Jul 28, 2010 11:40:26
Sample::JRS0035
Experimenter Name::CHeidelberger
Experiment Type::TPD
Chamber::Prep
Thermocouple Type::K
Notes::Temp Control Test

==Hardware Parameters==
Start Time::Wed, Jul 28, 2010 11:39:12
Data Points::122
Sample Start Temperature (Thermocouple) [C]::105.45000
Current Limit [A]::4.00000
Temperature Limit [C]::900.00000
Voltage Limit [V]::20.00000
PID Calculates::Current

==PID Gain Schedule==
Kc	Ti[minutes]	Td[minutes]	MaxTemperature[C]
0.0020000	0.1000000	0.0010000	0.00

==Temperature Schedule==
Time[s]	TemperatureSetpoint[C]
0.00	400.00
20.00	400.00
60.00	800.00

==Data==
DateStamp	ElapsedTime[s]	TemperatureSetpoint[C]	CurrentSetpoint[A]	ThermocoupleTemperature[C]	PyrometerTemperature[C]	MeasuredCurrent[A]	MeasuredVoltage[V]	MeasuredResistance[ohms]	StageTemperature[C]
7/28/2010 11:39:12	0.000	400.000	0.590	105.170	582.977	0.000	0.050	Inf	61.811
7/28/2010 11:39:12	0.467	400.000	0.605	118.090	523.712	0.540	3.890	7.204	61.808
7/28/2010 11:39:13	0.968	400.000	0.622	132.830	463.318	0.540	3.890	7.204	64.241
7/28/2010 11:39:13	1.468	400.000	0.625	152.180	401.917	0.590	3.870	6.559	64.236
7/28/2010 11:39:14	1.967	400.000	0.628	170.620	340.912	0.610	3.790	6.213	64.285
7/28/2010 11:39:14	2.467	400.000	0.632	187.270	338.806	0.610	3.720	6.098	64.189
7/28/2010 11:39:15	2.967	400.000	0.633	203.570	335.937	0.610	3.720	6.098	64.215
7/28/2010 11:39:15	3.468	400.000	0.635	218.740	336.853	0.590	3.700	6.271	64.199
7/28/2010 11:39:16	3.967	400.000	0.636	232.800	334.961	0.600	3.700	6.167	64.201
7/28/2010 11:39:16	4.467	400.000	0.635	246.650	333.374	0.640	3.700	5.781	64.223
7/28/2010 11:39:17	4.967	400.000	0.633	259.760	333.588	0.640	3.700	5.781	64.167
7/28/2010 11:39:17	5.468	400.000	0.632	271.850	334.625	0.600	3.700	6.167	64.179
7/28/2010 11:39:18	5.967	400.000	0.629	283.540	334.351	0.600	3.700	6.167	64.190
7/28/2010 11:39:18	6.467	400.000	0.626	294.110	339.935	0.600	3.680	6.133	64.200
7/28/2010 11:39:19	6.967	400.000	0.624	303.770	340.942	0.600	3.680	6.133	64.123
7/28/2010 11:39:19	7.468	400.000	0.621	313.110	346.497	0.600	3.660	6.100	64.119
7/28/2010 11:39:20	7.967	400.000	0.616	322.370	348.633	0.630	3.660	5.810	64.105
7/28/2010 11:39:20	8.468	400.000	0.612	330.560	351.532	0.590	3.590	6.085	64.147
7/28/2010 11:39:21	8.967	400.000	0.609	337.780	351.959	0.590	3.590	6.085	64.050
7/28/2010 11:39:21	9.468	400.000	0.606	344.190	357.178	0.560	3.570	6.375	63.987
7/28/2010 11:39:22	9.967	400.000	0.603	350.340	359.894	0.580	3.570	6.155	63.947
7/28/2010 11:39:22	10.468	400.000	0.599	356.080	363.922	0.590	3.590	6.085	63.962
