==Experiment Metadata==
Software Version::TPD Controller v1.2
Data Saved::Wed, Jul 28, 2010 08:38:24
Sample::JRS0035
Experimenter Name::CHeidelberger
Experiment Type::TPD
Chamber::Prep
Thermocouple Type::K
Notes::Control, no H

==Hardware Parameters==
Start Time::Wed, Jul 28, 2010 08:35:00
Data Points::391
Sample Start Temperature (Thermocouple) [C]::97.59400
Current Limit [A]::4.00000
Temperature Limit [C]::900.00000
Voltage Limit [V]::20.00000
PID Calculates::Current

==PID Gain Schedule==
Kc	Ti[minutes]	Td[minutes]	MaxTemperature[C]
0.0020000	0.1000000	0.0010000	0.00

==Temperature Schedule==
Time[s]	TemperatureSetpoint[C]
0.00	400.00
20.00	400.00
195.00	750.00

==Data==
DateStamp	ElapsedTime[s]	TemperatureSetpoint[C]	CurrentSetpoint[A]	ThermocoupleTemperature[C]	PyrometerTemperature[C]	MeasuredCurrent[A]	MeasuredVoltage[V]	MeasuredResistance[ohms]	StageTemperature[C]
7/28/2010 08:35:00	0.000	400.000	0.605	97.594	321.442	0.000	0.050	Inf	101.020
7/28/2010 08:35:00	0.684	400.000	0.638	113.400	322.937	0.600	3.460	5.767	102.970
7/28/2010 08:35:01	1.183	400.000	0.646	131.760	321.075	0.600	3.610	6.017	103.240
7/28/2010 08:35:01	1.684	400.000	0.652	150.380	320.435	0.620	3.610	5.823	103.200
7/28/2010 08:35:02	2.183	400.000	0.655	168.850	320.374	0.610	3.660	6.000	103.320
7/28/2010 08:35:02	2.683	400.000	0.658	186.150	321.259	0.600	3.700	6.167	103.280
7/28/2010 08:35:03	3.184	400.000	0.658	203.090	324.493	0.600	3.700	6.167	103.320
7/28/2010 08:35:03	3.684	400.000	0.658	218.900	322.662	0.610	3.740	6.131	103.300
7/28/2010 08:35:04	4.183	400.000	0.656	234.570	319.397	0.620	3.790	6.113	103.320
7/28/2010 08:35:04	4.683	400.000	0.653	249.450	317.352	0.630	3.810	6.048	103.360
7/28/2010 08:35:05	5.184	400.000	0.648	263.920	320.679	0.630	3.810	6.048	103.370
7/28/2010 08:35:05	5.684	400.000	0.643	277.050	321.777	0.610	3.850	6.311	103.300
7/28/2010 08:35:06	6.183	400.000	0.638	289.450	328.796	0.620	3.870	6.242	103.380
7/28/2010 08:35:06	6.684	400.000	0.631	301.670	330.933	0.620	3.870	6.242	103.310
7/28/2010 08:35:07	7.183	400.000	0.624	313.140	334.930	0.600	3.940	6.567	103.350
