==Experiment Metadata==
Software Version::TPD Controller v1.2
Data Saved::Wed, Jul 28, 2010 11:44:37
Sample::JRS0035
Experimenter Name::CHeidelberger
Experiment Type::TPD
Chamber::Prep
Thermocouple Type::K
Notes::Temp Control Test

==Hardware Parameters==
Start Time::Wed, Jul 28, 2010 11:43:23
Data Points::122
Sample Start Temperature (Thermocouple) [C]::136.47000
Current Limit [A]::4.00000
Temperature Limit [C]::900.00000
Voltage Limit [V]::20.00000
PID Calculates::Current

==PID Gain Schedule==
Kc	Ti[minutes]	Td[minutes]	MaxTemperature[C]
0.0020000	0.1000000	0.0010000	0.00

==Temperature Schedule==
Time[s]	TemperatureSetpoint[C]
0.00	400.00
20.00	400.00
60.00	800.00

==Data==
DateStamp	ElapsedTime[s]	TemperatureSetpoint[C]	CurrentSetpoint[A]	ThermocoupleTemperature[C]	PyrometerTemperature[C]	MeasuredCurrent[A]	MeasuredVoltage[V]	MeasuredResistance[ohms]	StageTemperature[C]
7/28/2010 11:43:23	0.000	400.000	0.528	136.070	613.129	0.000	0.050	Inf	62.323
7/28/2010 11:43:23	0.356	400.000	0.542	143.160	545.441	0.000	0.050	Inf	62.310
7/28/2010 11:43:24	0.856	400.000	0.559	155.050	478.180	0.530	3.440	6.491	64.156
7/28/2010 11:43:24	1.355	400.000	0.572	168.400	407.471	0.530	3.440	6.491	64.246
7/28/2010 11:43:25	1.856	400.000	0.579	183.250	336.182	0.550	3.510	6.382	64.383
7/28/2010 11:43:25	2.355	400.000	0.587	196.780	338.165	0.550	3.510	6.382	64.357
7/28/2010 11:43:26	2.856	400.000	0.594	210.160	338.715	0.550	3.510	6.382	64.387
7/28/2010 11:43:26	3.355	400.000	0.598	223.010	336.334	0.570	3.530	6.193	64.420
7/28/2010 11:43:27	3.856	400.000	0.602	235.600	335.510	0.540	3.510	6.500	64.397
7/28/2010 11:43:27	4.355	400.000	0.604	247.610	337.860	0.540	3.510	6.500	64.487
7/28/2010 11:43:28	4.856	400.000	0.605	259.460	338.135	0.580	3.590	6.190	64.550
7/28/2010 11:43:28	5.355	400.000	0.606	270.480	335.236	0.570	3.590	6.298	64.516
7/28/2010 11:43:29	5.856	400.000	0.606	280.940	336.487	0.580	3.590	6.190	64.541
7/28/2010 11:43:29	6.355	400.000	0.608	289.500	340.546	0.580	3.590	6.190	64.544
7/28/2010 11:43:30	6.856	400.000	0.605	299.760	341.095	0.570	3.640	6.386	64.543
7/28/2010 11:43:30	7.355	400.000	0.603	308.550	343.353	0.570	3.640	6.386	64.569
7/28/2010 11:43:31	7.856	400.000	0.600	317.370	346.466	0.580	3.660	6.310	64.549
7/28/2010 11:43:31	8.355	400.000	0.596	326.000	348.511	0.580	3.660	6.310	64.545
7/28/2010 11:43:32	8.856	400.000	0.594	333.250	351.013	0.570	3.610	6.333	64.531
