==Experiment Metadata==
Software Version::TPD Controller v1.2
Data Saved::Wed, Jul 28, 2010 08:19:55
Sample::JRS0035
Experimenter Name::CHeidelberger
Experiment Type::Temp Control Test
Chamber::Prep
Thermocouple Type::K
Notes::

==Hardware Parameters==
Start Time::Wed, Jul 28, 2010 08:18:42
Data Points::122
Sample Start Temperature (Thermocouple) [C]::108.54000
Current Limit [A]::4.00000
Temperature Limit [C]::900.00000
Voltage Limit [V]::20.00000
PID Calculates::Current

==PID Gain Schedule==
Kc	Ti[minutes]	Td[minutes]	MaxTemperature[C]
0.0020000	0.1000000	0.0010000	0.00

==Temperature Schedule==
Time[s]	TemperatureSetpoint[C]
0.00	500.00
60.00	500.00

==Data==
DateStamp	ElapsedTime[s]	TemperatureSetpoint[C]	CurrentSetpoint[A]	ThermocoupleTemperature[C]	PyrometerTemperature[C]	MeasuredCurrent[A]	MeasuredVoltage[V]	MeasuredResistance[ohms]	StageTemperature[C]
7/28/2010 08:18:42	0.000	500.000	0.783	108.540	455.139	0.000	0.050	Inf	104.000
7/28/2010 08:18:43	0.414	500.000	0.788	129.010	422.211	0.000	0.050	Inf	104.010
7/28/2010 08:18:43	0.914	500.000	0.585	245.570	388.428	0.720	5.830	8.097	115.400
7/28/2010 08:18:44	1.413	500.000	0.789	188.150	352.966	0.720	5.830	8.097	107.370
7/28/2010 08:18:44	1.914	500.000	0.641	268.340	318.512	0.760	5.590	7.355	113.100
7/28/2010 08:18:45	2.414	500.000	0.748	247.160	319.672	0.600	4.840	8.067	107.790
7/28/2010 08:18:45	2.913	500.000	0.695	285.870	318.726	0.700	5.270	7.529	109.850
7/28/2010 08:18:46	3.414	500.000	0.710	298.830	322.357	0.650	4.950	7.615	108.210
7/28/2010 08:18:46	3.913	500.000	0.696	320.570	328.308	0.650	4.950	7.615	108.370
7/28/2010 08:18:47	4.414	500.000	0.691	337.730	335.327	0.660	4.860	7.364	107.970
7/28/2010 08:18:47	4.913	500.000	0.683	354.380	339.355	0.650	4.840	7.446	107.850
7/28/2010 08:18:48	5.414	500.000	0.674	370.420	347.687	0.650	4.750	7.308	107.620
7/28/2010 08:18:48	5.913	500.000	0.670	383.220	355.225	0.650	4.750	7.308	107.390
7/28/2010 08:18:49	6.414	500.000	0.663	396.020	364.105	0.650	4.690	7.215	107.410
7/28/2010 08:18:49	6.913	500.000	0.657	407.090	372.925	0.650	4.620	7.108	107.210
7/28/2010 08:18:50	7.414	500.000	0.657	415.220	386.414	0.630	4.540	7.206	107.070
7/28/2010 08:18:50	7.913	500.000	0.653	423.790	396.454	0.630	4.540	7.206	106.990
7/28/2010 08:18:51	8.414	500.000	0.649	431.670	405.457	0.630	4.540	7.206	107.020
7/28/2010 08:18:51	8.913	500.000	0.650	437.260	414.948	0.630	4.540	7.206	106.930
7/28/2010 08:18:52	9.414	500.000	0.648	443.290	423.157	0.620	4.470	7.210	106.880
7/28/2010 08:18:52	9.914	500.000	0.643	449.770	429.413	0.620	4.490	7.242	106.910
