==Experiment Metadata==
Software Version::TPD Controller v1.2
Data Saved::Wed, Jul 28, 2010 13:57:12
Sample::JRS0035
Experimenter Name::CHeidelberger
Experiment Type::TPD
Chamber::Prep
Thermocouple Type::K
Notes::TPD after H-passivation

==Hardware Parameters==
Start Time::Wed, Jul 28, 2010 13:55:13
Data Points::122
Sample Start Temperature (Thermocouple) [C]::62.16100
Current Limit [A]::4.00000
Temperature Limit [C]::900.00000
Voltage Limit [V]::20.00000
PID Calculates::Current

==PID Gain Schedule==
Kc	Ti[minutes]	Td[minutes]	MaxTemperature[C]
0.0020000	0.1000000	0.0010000	0.00

==Temperature Schedule==
Time[s]	TemperatureSetpoint[C]
0.00	400.00
20.00	400.00
60.00	800.00

==Data==
DateStamp	ElapsedTime[s]	TemperatureSetpoint[C]	CurrentSetpoint[A]	ThermocoupleTemperature[C]	PyrometerTemperature[C]	MeasuredCurrent[A]	MeasuredVoltage[V]	MeasuredResistance[ohms]	StageTemperature[C]
7/28/2010 13:55:13	0.000	400.000	0.676	62.161	583.618	0.000	0.050	Inf	52.420
7/28/2010 13:55:14	0.330	400.000	0.657	85.054	500.122	0.000	0.050	Inf	54.840
7/28/2010 13:55:14	0.831	400.000	0.688	98.036	419.678	0.640	4.220	6.594	55.459
7/28/2010 13:55:15	1.330	400.000	0.680	124.210	337.952	0.640	4.220	6.594	55.609
7/28/2010 13:55:15	1.831	400.000	0.677	148.040	251.068	0.660	4.090	6.197	55.478
7/28/2010 13:55:16	2.330	400.000	0.675	169.650	245.819	0.620	4.000	6.452	55.309
7/28/2010 13:55:16	2.830	400.000	0.670	190.430	250.183	0.650	3.980	6.123	55.276
7/28/2010 13:55:17	3.330	400.000	0.668	208.650	250.916	0.650	3.980	6.123	55.146
7/28/2010 13:55:17	3.831	400.000	0.661	226.940	247.223	0.640	3.940	6.156	55.209
7/28/2010 13:55:18	4.330	400.000	0.656	243.550	248.840	0.650	3.980	6.123	55.231
7/28/2010 13:55:18	4.830	400.000	0.651	258.780	252.899	0.650	3.980	6.123	55.038
7/28/2010 13:55:19	5.331	400.000	0.643	273.960	256.744	0.640	3.960	6.187	55.110
7/28/2010 13:55:19	5.830	400.000	0.636	287.310	257.141	0.630	3.960	6.286	55.094
7/28/2010 13:55:20	6.330	400.000	0.629	300.060	266.296	0.610	3.960	6.492	55.106
7/28/2010 13:55:20	6.830	400.000	0.622	311.220	274.567	0.580	3.940	6.793	55.047
7/28/2010 13:55:21	7.330	400.000	0.614	322.520	288.300	0.580	3.940	6.793	55.018
7/28/2010 13:55:21	7.831	400.000	0.606	332.440	298.676	0.580	3.960	6.828	54.904
7/28/2010 13:55:22	8.330	400.000	0.598	341.850	312.378	0.580	3.910	6.741	54.878
7/28/2010 13:55:22	8.830	400.000	0.591	350.000	322.876	0.560	3.890	6.946	54.834
7/28/2010 13:55:23	9.330	400.000	0.583	357.880	337.219	0.560	3.890	6.946	54.849
7/28/2010 13:55:23	9.831	400.000	0.574	365.480	343.445	0.550	3.890	7.073	54.803
7/28/2010 13:55:24	10.330	400.000	0.567	371.960	350.708	0.580	3.870	6.672	54.741
7/28/2010 13:55:24	10.830	400.000	0.563	376.400	357.941	0.520	3.790	7.288	54.660
7/28/2010 13:55:25	11.330	400.000	0.557	381.150	367.065	0.520	3.790	7.288	54.622
7/28/2010 13:55:25	11.831	400.000	0.551	385.370	372.620	0.520	3.760	7.231	54.599
7/28/2010 13:55:26	12.330	400.000	0.544	389.950	375.946	0.520	3.790	7.288	54.623
7/28/2010 13:55:26	12.830	400.000	0.540	392.680	379.852	0.510	3.720	7.294	54.554
7/28/2010 13:55:27	13.330	400.000	0.534	396.250	382.629	0.510	3.720	7.294	54.527
7/28/2010 13:55:27	13.831	400.000	0.530	398.540	385.590	0.520	3.700	7.115	54.497
7/28/2010 13:55:28	14.330	400.000	0.526	400.760	389.191	0.500	3.700	7.400	54.516
7/28/2010 13:55:28	14.830	400.000	0.523	402.270	394.623	0.480	3.570	7.437	54.346
7/28/2010 13:55:29	15.330	400.000	0.520	403.340	395.355	0.480	3.570	7.437	54.358
7/28/2010 13:55:29	15.831	400.000	0.517	404.730	399.261	0.490	3.590	7.327	54.389
7/28/2010 13:55:30	16.330	400.000	0.515	405.150	400.909	0.480	3.550	7.396	54.318
7/28/2010 13:55:30	16.830	400.000	0.512	406.140	400.391	0.480	3.550	7.396	54.323
7/28/2010 13:55:31	17.331	400.000	0.510	406.650	401.276	0.480	3.550	7.396	54.307
7/28/2010 13:55:31	17.831	400.000	0.508	407.240	402.252	0.480	3.550	7.396	54.324
7/28/2010 13:55:32	18.330	400.000	0.506	407.530	401.123	0.480	3.490	7.271	54.279
7/28/2010 13:55:32	18.830	400.000	0.504	407.750	399.719	0.470	3.490	7.426	54.265
7/28/2010 13:55:33	19.331	400.000	0.503	407.720	399.689	0.470	3.490	7.426	54.243
7/28/2010 13:55:33	19.830	400.000	0.501	408.000	399.384	0.470	3.490	7.426	54.283
7/28/2010 13:55:34	20.331	403.310	0.508	407.670	399.048	0.490	3.490	7.122	54.262
7/28/2010 13:55:34	20.830	408.300	0.516	408.110	399.719	0.470	3.490	7.426	54.259
7/28/2010 13:55:35	21.331	413.310	0.526	408.540	401.001	0.490	3.550	7.245	54.326
7/28/2010 13:55:35	21.830	418.300	0.535	409.500	400.970	0.490	3.550	7.245	54.431
7/28/2010 13:55:36	22.331	423.310	0.542	411.680	400.269	0.490	3.720	7.592	54.539
7/28/2010 13:55:36	22.830	428.300	0.549	414.230	401.428	0.520	3.810	7.327	54.630
7/28/2010 13:55:37	23.331	433.310	0.557	416.420	402.863	0.510	3.810	7.471	54.638
7/28/2010 13:55:37	23.830	438.300	0.565	418.820	403.748	0.510	3.810	7.471	54.714
7/28/2010 13:55:38	24.331	443.310	0.571	422.620	407.043	0.530	3.940	7.434	54.800
7/28/2010 13:55:38	24.830	448.300	0.579	425.570	409.821	0.550	4.070	7.400	54.967
7/28/2010 13:55:39	25.331	453.310	0.583	430.110	413.391	0.560	4.090	7.304	54.953
7/28/2010 13:55:39	25.830	458.300	0.590	433.760	416.046	0.560	4.090	7.304	55.105
7/28/2010 13:55:40	26.331	463.310	0.597	437.300	419.861	0.560	4.150	7.411	55.037
7/28/2010 13:55:40	26.830	468.300	0.603	441.620	422.974	0.560	4.220	7.536	55.179
7/28/2010 13:55:41	27.331	473.310	0.608	446.100	427.124	0.560	4.300	7.679	55.275
7/28/2010 13:55:41	27.830	478.300	0.613	450.920	431.488	0.560	4.300	7.679	55.350
7/28/2010 13:55:42	28.331	483.310	0.619	455.410	435.852	0.570	4.370	7.667	55.384
7/28/2010 13:55:42	28.830	488.300	0.626	459.050	440.277	0.610	4.410	7.230	55.375
7/28/2010 13:55:43	29.331	493.310	0.629	465.010	445.007	0.590	4.490	7.610	55.626
7/28/2010 13:55:43	29.830	498.300	0.636	469.080	449.585	0.590	4.490	7.610	55.653
7/28/2010 13:55:44	30.331	503.310	0.639	474.710	453.461	0.600	4.560	7.600	55.720
7/28/2010 13:55:44	30.830	508.300	0.645	479.170	458.191	0.620	4.540	7.323	55.720
7/28/2010 13:55:45	31.331	513.310	0.650	483.890	462.799	0.600	4.560	7.600	55.893
7/28/2010 13:55:45	31.830	518.300	0.655	488.950	467.224	0.600	4.560	7.600	55.956
7/28/2010 13:55:46	32.331	523.310	0.661	493.440	471.558	0.630	4.620	7.333	55.935
7/28/2010 13:55:46	32.830	528.300	0.664	499.160	475.983	0.640	4.730	7.391	56.253
7/28/2010 13:55:47	33.331	533.310	0.671	503.560	480.194	0.650	4.730	7.277	56.261
7/28/2010 13:55:47	33.830	538.300	0.677	508.110	483.368	0.650	4.730	7.277	56.273
7/28/2010 13:55:48	34.331	543.310	0.681	513.180	487.762	0.650	4.730	7.277	56.327
7/28/2010 13:55:48	34.830	548.300	0.690	516.740	492.523	0.660	4.770	7.227	56.326
7/28/2010 13:55:49	35.331	553.310	0.697	520.860	497.192	0.650	4.750	7.308	56.376
7/28/2010 13:55:49	35.830	558.300	0.704	525.080	501.678	0.650	4.750	7.308	56.527
7/28/2010 13:55:50	36.331	563.310	0.711	529.350	506.775	0.680	4.860	7.147	56.781
7/28/2010 13:55:50	36.830	568.300	0.713	535.770	510.864	0.660	4.880	7.394	56.951
7/28/2010 13:55:51	37.331	573.310	0.724	538.660	514.496	0.670	4.880	7.284	56.845
7/28/2010 13:55:51	37.830	578.300	0.731	542.670	518.646	0.670	4.880	7.284	56.965
7/28/2010 13:55:52	38.331	583.310	0.736	548.010	522.644	0.690	4.920	7.130	57.102
7/28/2010 13:55:52	38.830	588.300	0.745	551.570	527.039	0.690	4.880	7.072	57.107
7/28/2010 13:55:53	39.331	593.310	0.754	555.220	531.372	0.690	4.920	7.130	57.204
7/28/2010 13:55:53	39.830	598.300	0.758	561.190	535.278	0.690	4.920	7.130	57.499
7/28/2010 13:55:54	40.331	603.310	0.769	564.100	538.635	0.720	4.950	6.875	57.352
7/28/2010 13:55:54	40.830	608.300	0.779	567.750	542.236	0.710	4.970	7.000	57.591
7/28/2010 13:55:55	41.331	613.310	0.786	572.520	546.234	0.730	4.990	6.836	57.719
7/28/2010 13:55:55	41.830	618.300	0.796	575.870	549.774	0.730	4.990	6.836	57.755
7/28/2010 13:55:56	42.331	623.310	0.801	581.460	553.589	0.760	5.030	6.618	58.211
7/28/2010 13:55:56	42.830	628.300	0.809	586.320	557.495	0.780	5.050	6.474	58.170
7/28/2010 13:55:57	43.331	633.310	0.818	590.470	561.249	0.760	5.010	6.592	58.123
7/28/2010 13:55:57	43.830	638.300	0.829	593.770	564.240	0.760	5.010	6.592	58.231
7/28/2010 13:55:58	44.331	643.310	0.844	595.380	567.291	0.770	5.030	6.532	58.368
7/28/2010 13:55:58	44.830	648.300	0.841	604.530	571.014	0.810	5.120	6.321	58.896
7/28/2010 13:55:59	45.331	653.310	0.860	604.930	574.402	0.800	5.050	6.312	58.779
7/28/2010 13:55:59	45.830	658.300	0.864	611.340	578.064	0.800	5.050	6.312	59.054
7/28/2010 13:56:00	46.331	663.310	0.879	613.440	581.543	0.830	5.070	6.108	58.900
7/28/2010 13:56:00	46.830	668.300	0.888	617.900	585.297	0.840	5.070	6.036	58.935
7/28/2010 13:56:01	47.330	673.300	0.896	622.990	588.287	0.840	5.070	6.036	59.311
7/28/2010 13:56:01	47.831	678.310	0.910	625.620	591.217	0.880	5.100	5.795	59.272
7/28/2010 13:56:02	48.330	683.300	0.919	629.950	594.513	0.870	5.100	5.862	59.372
