==Experiment Metadata==
Software Version::TPD Controller v1.1
Data Saved::Tue, Jul 27, 2010 18:02:33
Sample::JRS0035
Experimenter Name::CHeidelberger
Experiment Type::Temp Control Test
Chamber::Prep
Thermocouple Type::K
Notes::Testing pid parameters

==Hardware Parameters==
Start Time::Tue, Jul 27, 2010 17:58:59
Data Points::392
Sample Start Temperature (Thermocouple) [C]::90.10500
Current Limit [A]::4.00000
Temperature Limit [C]::900.00000
Voltage Limit [V]::20.00000
PID Calculates::Current

==PID Gain Schedule==
Kc	Ti[minutes]	Td[minutes]	MaxTemperature[C]
0.0005000	0.1000000	0.0010000	0.00

==Temperature Schedule==
Time[s]	TemperatureSetpoint[C]
0.00	400.00
20.00	400.00
195.00	750.00

==Data==
DateStamp	ElapsedTime[s]	TemperatureSetpoint[C]	CurrentSetpoint[A]	ThermocoupleTemperature[C]	PyrometerTemperature[C]	MeasuredCurrent[A]	MeasuredVoltage[V]	MeasuredResistance[ohms]
7/27/2010 17:58:59	0.000	400.000	0.155	90.105	590.881	0.000	0.050	Inf
7/27/2010 17:58:59	0.314	400.000	0.163	89.881	507.629	0.000	0.050	Inf
7/27/2010 17:58:59	0.814	400.000	0.162	114.180	422.119	0.360	5.420	15.056
7/27/2010 17:59:00	1.315	400.000	0.166	130.480	338.593	0.380	5.480	14.421
7/27/2010 17:59:00	1.814	400.000	0.171	142.750	254.730	0.380	5.480	14.421
7/27/2010 17:59:01	2.314	400.000	0.175	156.040	256.317	0.380	5.480	14.421
7/27/2010 17:59:01	2.814	400.000	0.179	167.670	256.378	0.360	5.440	15.111
7/27/2010 17:59:02	3.315	400.000	0.183	178.920	257.629	0.380	5.420	14.263
7/27/2010 17:59:02	3.814	400.000	0.186	189.800	257.355	0.370	5.380	14.541
7/27/2010 17:59:03	4.314	400.000	0.190	199.820	255.127	0.370	5.380	14.541
7/27/2010 17:59:03	4.814	400.000	0.193	209.040	257.660	0.370	5.290	14.297
7/27/2010 17:59:04	5.315	400.000	0.197	217.860	252.167	0.390	5.270	13.513
7/27/2010 17:59:04	5.814	400.000	0.200	226.580	255.127	0.390	5.180	13.282
7/27/2010 17:59:05	6.314	400.000	0.204	233.420	254.425	0.390	5.180	13.282
7/27/2010 17:59:05	6.814	400.000	0.206	241.410	258.728	0.370	5.120	13.838
7/27/2010 17:59:06	7.315	400.000	0.210	248.290	262.909	0.370	5.050	13.649
7/27/2010 17:59:06	7.814	400.000	0.212	254.750	275.421	0.360	5.030	13.972
7/27/2010 17:59:07	8.314	400.000	0.215	260.850	285.065	0.360	5.030	13.972
7/27/2010 17:59:07	8.814	400.000	0.218	266.240	298.340	0.360	4.970	13.806
7/27/2010 17:59:08	9.315	400.000	0.221	271.940	306.061	0.400	4.950	12.375
7/27/2010 17:59:08	9.814	400.000	0.224	276.750	313.812	0.350	4.900	14.000
7/27/2010 17:59:09	10.314	400.000	0.227	281.330	319.733	0.350	4.900	14.000
7/27/2010 17:59:09	10.814	400.000	0.229	285.780	322.388	0.340	4.880	14.353
7/27/2010 17:59:10	11.315	400.000	0.232	289.360	328.033	0.370	4.770	12.892
7/27/2010 17:59:10	11.814	400.000	0.235	292.730	333.954	0.380	4.770	12.553
7/27/2010 17:59:11	12.314	400.000	0.238	295.780	339.325	0.380	4.770	12.553
7/27/2010 17:59:11	12.814	400.000	0.241	298.110	342.957	0.380	4.730	12.447
7/27/2010 17:59:12	13.315	400.000	0.244	301.380	346.741	0.400	4.710	11.775
7/27/2010 17:59:12	13.814	400.000	0.247	303.250	349.579	0.350	4.730	13.514
7/27/2010 17:59:13	14.314	400.000	0.250	305.650	354.309	0.350	4.730	13.514
7/27/2010 17:59:13	14.814	400.000	0.252	307.790	360.138	0.390	4.690	12.026
7/27/2010 17:59:14	15.315	400.000	0.255	309.560	363.342	0.380	4.690	12.342
7/27/2010 17:59:14	15.814	400.000	0.258	311.250	365.601	0.380	4.670	12.289
7/27/2010 17:59:15	16.314	400.000	0.261	313.010	365.875	0.380	4.670	12.289
7/27/2010 17:59:15	16.814	400.000	0.264	314.150	365.753	0.390	4.620	11.846
7/27/2010 17:59:16	17.315	400.000	0.267	315.340	363.953	0.390	4.620	11.846
7/27/2010 17:59:16	17.814	400.000	0.270	316.410	367.371	0.370	4.640	12.541
7/27/2010 17:59:17	18.315	400.000	0.273	317.590	371.277	0.370	4.640	12.541
7/27/2010 17:59:17	18.814	400.000	0.276	318.430	371.826	0.380	4.620	12.158
7/27/2010 17:59:18	19.315	400.000	0.279	319.780	374.390	0.390	4.640	11.897
7/27/2010 17:59:18	19.814	400.000	0.282	320.430	376.617	0.370	4.620	12.486
7/27/2010 17:59:19	20.315	400.630	0.285	321.040	377.686	0.350	4.620	13.200
7/27/2010 17:59:19	20.815	401.630	0.288	322.030	376.556	0.350	4.620	13.200
7/27/2010 17:59:20	21.315	402.630	0.292	322.290	380.524	0.390	4.620	11.846
7/27/2010 17:59:20	21.814	403.628	0.295	323.230	382.477	0.360	4.620	12.833
7/27/2010 17:59:21	22.315	404.630	0.299	323.780	382.935	0.360	4.620	12.833
7/27/2010 17:59:21	22.814	405.628	0.303	324.320	382.843	0.360	4.600	12.778
7/27/2010 17:59:22	23.315	406.630	0.306	324.420	382.874	0.400	4.580	11.450
7/27/2010 17:59:22	23.814	407.628	0.310	324.750	381.897	0.400	4.580	11.450
7/27/2010 17:59:23	24.315	408.630	0.314	325.150	382.233	0.400	4.580	11.450
7/27/2010 17:59:23	24.814	409.628	0.318	325.190	385.040	0.370	4.560	12.324
7/27/2010 17:59:24	25.315	410.630	0.322	325.450	384.125	0.380	4.560	12.000
7/27/2010 17:59:24	25.814	411.628	0.326	325.720	387.207	0.370	4.560	12.324
7/27/2010 17:59:25	26.315	412.630	0.330	325.900	387.817	0.370	4.540	12.270
7/27/2010 17:59:25	26.814	413.628	0.334	326.030	388.824	0.370	4.540	12.270
7/27/2010 17:59:26	27.314	414.628	0.338	325.850	389.038	0.390	4.560	11.692
7/27/2010 17:59:26	27.814	415.628	0.342	326.300	388.824	0.360	4.560	12.667
7/27/2010 17:59:27	28.315	416.630	0.346	326.330	388.580	0.380	4.540	11.947
7/27/2010 17:59:27	28.814	417.628	0.351	326.490	388.000	0.380	4.540	11.947
7/27/2010 17:59:28	29.315	418.630	0.355	326.220	386.963	0.360	4.540	12.611
7/27/2010 17:59:28	29.814	419.628	0.359	326.560	386.353	0.360	4.540	12.611
