==Experiment Metadata==
Software Version::TPD Controller v1.2
Data Saved::Tue, Jul 27, 2010 19:48:34
Sample::JRS0035
Experimenter Name::CHeidelberger
Experiment Type::Temp Control Test
Chamber::Prep
Thermocouple Type::K
Notes::Testing after XPS, LEED and Auger

==Hardware Parameters==
Start Time::Tue, Jul 27, 2010 19:47:54
Data Points::64
Sample Start Temperature (Thermocouple) [C]::64.39500
Current Limit [A]::4.00000
Temperature Limit [C]::900.00000
Voltage Limit [V]::20.00000
PID Calculates::Current

==PID Gain Schedule==
Kc	Ti[minutes]	Td[minutes]	MaxTemperature[C]
0.0010000	0.1000000	0.0005000	0.00

==Temperature Schedule==
Time[s]	TemperatureSetpoint[C]
0.00	400.00
60.00	400.00

==Data==
DateStamp	ElapsedTime[s]	TemperatureSetpoint[C]	CurrentSetpoint[A]	ThermocoupleTemperature[C]	PyrometerTemperature[C]	MeasuredCurrent[A]	MeasuredVoltage[V]	MeasuredResistance[ohms]	StageTemperature[C]
7/27/2010 19:47:54	0.000	400.000	0.336	64.395	240.692	0.000	0.050	Inf	31.275
7/27/2010 19:47:55	0.759	400.000	0.303	132.450	246.460	0.210	6.900	32.857	37.679
7/27/2010 19:47:55	1.259	400.000	0.322	138.090	244.781	0.240	6.920	28.833	37.742
7/27/2010 19:47:56	1.759	400.000	0.339	142.610	247.040	0.210	6.860	32.667	37.787
7/27/2010 19:47:56	2.259	400.000	0.357	146.410	252.625	0.210	6.860	32.667	37.650
7/27/2010 19:47:57	2.759	400.000	0.374	149.810	253.662	0.290	6.580	22.690	37.320
7/27/2010 19:47:57	3.259	400.000	0.386	158.000	248.352	0.360	6.430	17.861	36.545
7/27/2010 19:47:58	3.758	400.000	0.404	160.690	244.629	0.430	6.380	14.837	35.962
7/27/2010 19:47:58	4.259	400.000	0.437	149.410	246.094	0.430	6.380	14.837	34.752
7/27/2010 19:47:59	4.759	400.000	0.448	157.290	248.322	0.440	6.320	14.364	34.945
7/27/2010 19:47:59	5.259	400.000	0.467	158.840	257.050	0.360	6.340	17.611	34.714
7/27/2010 19:48:00	5.758	400.000	0.477	168.040	266.541	0.480	6.360	13.250	34.821
7/27/2010 19:48:00	6.259	400.000	0.473	190.200	280.304	0.480	6.360	13.250	34.162
7/27/2010 19:48:01	6.759	400.000	0.496	185.830	292.969	0.470	6.340	13.489	34.201
7/27/2010 19:48:01	7.258	400.000	0.480	217.010	301.636	0.470	6.450	13.723	34.380
7/27/2010 19:48:02	7.758	400.000	0.513	202.470	313.690	0.380	6.300	16.579	34.110
7/27/2010 19:48:02	8.259	400.000	0.507	222.170	327.942	0.380	6.300	16.579	34.696
7/27/2010 19:48:03	8.759	400.000	0.519	225.650	343.323	0.420	6.490	15.452	34.651
7/27/2010 19:48:03	9.258	400.000	0.525	233.510	358.582	0.400	6.530	16.325	34.767
7/27/2010 19:48:04	9.758	400.000	0.527	244.380	375.641	0.540	6.560	12.148	34.825
7/27/2010 19:48:04	10.259	400.000	0.534	250.560	389.465	0.540	6.560	12.148	34.807
7/27/2010 19:48:05	10.759	400.000	0.531	265.060	402.588	0.400	6.600	16.500	35.008
7/27/2010 19:48:05	11.258	400.000	0.554	255.080	414.368	0.570	6.600	11.579	35.759
